awayTeamCode,game_id,homeTeamCode,homeTeamWon,isPlayoffGame,season,total_games_played_by_home,total_games_played_by_away,total_wins_home,total_losses_home,total_wins_away,total_losses_away,last_10_games_win_home,last_10_games_win_away,last_meeting_result,last_game_result_home,last_game_result_away
ANA,30323,NSH,1,1,2016,94,95,50,44,55,40,7,6,0,0.0,1.0
ANA,30324,NSH,0,1,2016,95,96,51,44,55,41,7,5,0,1.0,0.0
NSH,30325,ANA,0,1,2016,97,96,56,41,51,45,6,6,0,1.0,0.0
ANA,30326,NSH,1,1,2016,97,98,52,45,56,42,6,6,0,1.0,0.0
NSH,30411,PIT,1,1,2016,101,98,62,39,53,45,5,7,1,1.0,1.0
NSH,30412,PIT,1,1,2016,102,99,63,39,53,46,6,6,1,1.0,0.0
PIT,30413,NSH,1,1,2016,100,103,53,47,64,39,5,7,1,0.0,1.0
PIT,30414,NSH,1,1,2016,101,104,54,47,64,40,6,6,1,1.0,0.0
NSH,30415,PIT,1,1,2016,105,102,64,41,55,47,6,6,1,0.0,1.0
PIT,30416,NSH,0,1,2016,103,106,55,48,65,41,5,6,1,0.0,1.0
TOR,20001,WPG,0,0,2017,0,0,0,0,0,0,0,0,0,,
STL,20002,PIT,0,0,2017,0,0,0,0,0,0,0,0,1,,
CGY,20003,EDM,1,0,2017,0,0,0,0,0,0,0,0,0,,
PHI,20004,SJS,0,0,2017,0,0,0,0,0,0,0,0,1,,
NSH,20005,BOS,1,0,2017,0,0,0,0,0,0,0,0,1,,
MTL,20006,BUF,0,0,2017,0,0,0,0,0,0,0,0,0,,
COL,20007,NYR,0,0,2017,0,0,0,0,0,0,0,0,1,,
WSH,20008,OTT,0,0,2017,0,0,0,0,0,0,0,0,1,,
MIN,20009,DET,1,0,2017,0,0,0,0,0,0,0,0,1,,
PIT,20010,CHI,1,0,2017,0,1,0,0,0,1,0,0,0,,0.0
ARI,20011,ANA,1,0,2017,0,0,0,0,0,0,0,0,0,,
PHI,20012,LAK,1,0,2017,0,1,0,0,1,0,0,1,0,,1.0
NYI,20013,CBJ,1,0,2017,0,0,0,0,0,0,0,0,0,,
FLA,20014,TBL,1,0,2017,0,0,0,0,0,0,0,0,1,,
VGK,20015,DAL,0,0,2017,0,0,0,0,0,0,0,0,1,,
NYR,20016,TOR,1,0,2017,1,1,1,0,0,1,1,0,1,1.0,0.0
DET,20017,OTT,0,0,2017,1,1,0,1,1,0,0,1,1,0.0,1.0
TBL,20018,FLA,1,0,2017,1,1,0,1,1,0,0,1,1,0.0,1.0
COL,20019,NJD,1,0,2017,0,1,0,0,1,0,0,1,1,,1.0
BUF,20020,NYI,1,0,2017,1,1,0,1,0,1,0,0,1,0.0,0.0
NSH,20021,PIT,1,0,2017,2,1,0,2,0,1,0,0,1,0.0,0.0
MTL,20022,WSH,1,0,2017,1,1,1,0,1,0,1,1,0,1.0,1.0
MIN,20023,CAR,1,0,2017,0,1,0,0,0,1,0,0,0,,0.0
DAL,20024,STL,1,0,2017,1,1,1,0,0,1,1,0,1,1.0,0.0
CBJ,20025,CHI,1,0,2017,1,1,1,0,1,0,1,1,0,1.0,1.0
VGK,20026,ARI,0,0,2017,1,1,0,1,1,0,0,1,1,0.0,1.0
WPG,20027,CGY,1,0,2017,1,1,0,1,0,1,0,0,1,0.0,0.0
EDM,20028,VAN,1,0,2017,0,1,0,0,1,0,0,1,0,,1.0
PHI,20029,ANA,0,0,2017,1,2,1,0,1,1,1,1,0,1.0,0.0
LAK,20030,SJS,0,0,2017,1,1,0,1,1,0,0,1,0,0.0,1.0
MTL,20031,NYR,1,0,2017,2,2,0,2,1,1,0,1,1,0.0,0.0
COL,20032,BOS,0,0,2017,1,2,1,0,1,1,1,1,1,1.0,0.0
STL,20033,NYI,0,0,2017,2,2,1,1,2,0,1,2,1,1.0,1.0
NJD,20034,BUF,0,0,2017,2,1,0,2,1,0,0,1,1,0.0,1.0
CHI,20035,TOR,1,0,2017,2,2,2,0,2,0,2,2,0,1.0,1.0
WSH,20036,TBL,1,0,2017,2,2,1,1,2,0,1,2,0,0.0,1.0
WPG,20037,EDM,0,0,2017,2,2,1,1,0,2,1,0,0,0.0,0.0
CGY,20038,ANA,0,0,2017,2,2,1,1,1,1,1,1,0,0.0,1.0
STL,20039,NYR,0,0,2017,3,3,1,2,3,0,1,3,1,1.0,1.0
CBJ,20040,CAR,0,0,2017,1,2,1,0,1,1,1,1,1,1.0,0.0
CHI,20041,MTL,0,0,2017,3,3,1,2,2,1,1,2,1,0.0,0.0
PHI,20042,NSH,1,0,2017,2,3,0,2,2,1,0,2,1,0.0,1.0
DET,20043,DAL,1,0,2017,2,2,0,2,2,0,0,2,1,0.0,1.0
OTT,20044,VAN,0,0,2017,1,2,1,0,0,2,1,0,1,1.0,0.0
ARI,20045,VGK,1,0,2017,2,2,2,0,0,2,2,0,0,1.0,0.0
NJD,20046,TOR,0,0,2017,3,2,3,0,2,0,3,2,0,1.0,1.0
PIT,20047,WSH,0,0,2017,3,3,2,1,1,2,2,1,0,0.0,1.0
BOS,20048,COL,1,0,2017,3,2,2,1,1,1,2,1,1,1.0,0.0
NYI,20049,ANA,1,0,2017,3,3,1,2,1,2,1,1,0,0.0,0.0
CGY,20050,LAK,0,0,2017,2,3,2,0,2,1,2,2,1,1.0,1.0
PIT,20051,TBL,1,0,2017,3,4,2,1,2,2,2,2,1,1.0,1.0
STL,20052,FLA,1,0,2017,2,4,1,1,4,0,1,4,0,1.0,1.0
DAL,20053,NSH,1,0,2017,3,3,1,2,1,2,1,1,0,1.0,1.0
MIN,20054,CHI,0,0,2017,4,2,3,1,0,2,3,0,0,1.0,0.0
WPG,20055,VAN,0,0,2017,2,3,1,1,1,2,1,1,1,0.0,1.0
DET,20056,ARI,0,0,2017,3,3,0,3,2,1,0,2,1,0.0,0.0
BUF,20057,SJS,1,0,2017,2,3,0,2,0,3,0,0,0,0.0,0.0
WSH,20058,NJD,0,0,2017,3,4,3,0,2,2,3,2,0,1.0,0.0
NYR,20059,CBJ,1,0,2017,3,4,2,1,1,3,2,1,1,1.0,0.0
ANA,20060,COL,1,0,2017,4,4,3,1,2,2,3,2,1,1.0,1.0
OTT,20061,CGY,0,0,2017,4,3,3,1,1,2,3,1,1,1.0,1.0
DET,20062,VGK,0,0,2017,3,4,3,0,3,1,3,3,1,1.0,1.0
TOR,20063,MTL,0,0,2017,4,4,1,3,3,1,1,3,0,0.0,0.0
STL,20064,TBL,1,0,2017,4,5,3,1,4,1,3,4,1,1.0,0.0
NJD,20065,NYR,0,0,2017,5,4,1,4,3,1,1,3,1,0.0,0.0
WSH,20066,PHI,1,0,2017,4,5,2,2,3,2,2,3,0,0.0,1.0
FLA,20067,PIT,1,0,2017,5,3,2,3,2,1,2,2,0,0.0,1.0
CAR,20068,WPG,1,0,2017,4,2,2,2,1,1,2,1,1,1.0,0.0
COL,20069,DAL,1,0,2017,4,5,1,3,4,1,1,4,0,0.0,1.0
CBJ,20070,MIN,0,0,2017,3,4,1,2,3,1,1,3,0,1.0,1.0
NSH,20071,CHI,1,0,2017,5,4,3,2,2,2,3,2,0,0.0,1.0
BOS,20072,ARI,0,0,2017,4,3,0,4,1,2,0,1,1,0.0,0.0
OTT,20073,EDM,0,0,2017,3,4,1,2,2,2,1,2,1,0.0,1.0
CGY,20074,VAN,0,0,2017,3,5,1,2,3,2,1,3,1,0.0,0.0
BUF,20075,LAK,1,0,2017,3,4,2,1,0,4,2,0,0,0.0,0.0
NYI,20076,SJS,0,0,2017,3,4,1,2,1,3,1,1,0,1.0,0.0
BOS,20077,VGK,1,0,2017,4,4,3,1,2,2,3,2,1,0.0,1.0
BUF,20078,ANA,0,0,2017,5,5,2,3,0,5,2,0,1,0.0,0.0
NYI,20079,LAK,1,0,2017,4,5,3,1,2,3,3,2,1,1.0,1.0
TBL,20080,DET,0,0,2017,5,5,4,1,4,1,4,4,1,1.0,1.0
TBL,20081,NJD,1,0,2017,5,6,4,1,5,1,4,5,0,1.0,1.0
PIT,20082,NYR,0,0,2017,6,6,1,5,3,3,1,3,0,0.0,1.0
FLA,20083,PHI,1,0,2017,5,4,3,2,2,2,3,2,0,1.0,0.0
TOR,20084,WSH,0,0,2017,6,5,3,3,4,1,3,4,0,0.0,1.0
VAN,20085,OTT,0,0,2017,5,4,3,2,1,3,3,1,0,1.0,0.0
COL,20086,NSH,1,0,2017,5,6,2,3,4,2,2,4,1,0.0,0.0
CBJ,20087,WPG,0,0,2017,5,5,3,2,4,1,3,4,1,1.0,1.0
ARI,20088,DAL,1,0,2017,5,5,2,3,0,5,2,0,1,1.0,0.0
CAR,20089,EDM,0,0,2017,4,3,1,3,1,2,1,1,1,0.0,0.0
BUF,20090,VGK,1,0,2017,5,6,4,1,1,5,4,1,0,1.0,1.0
MTL,20091,SJS,1,0,2017,4,5,1,3,1,4,1,1,0,0.0,0.0
DET,20092,TOR,1,0,2017,6,6,5,1,4,2,5,4,0,1.0,0.0
CHI,20093,STL,1,0,2017,6,6,4,2,4,2,4,4,1,0.0,1.0
MTL,20094,LAK,1,0,2017,5,6,4,1,1,5,4,1,1,1.0,0.0
VAN,20095,BOS,1,0,2017,5,5,2,3,2,3,2,2,1,0.0,1.0
NYI,20096,NYR,0,0,2017,7,6,1,6,2,4,1,2,1,0.0,0.0
NSH,20097,PHI,0,0,2017,6,6,4,2,3,3,4,3,0,1.0,1.0
TBL,20098,CBJ,0,0,2017,6,7,5,1,5,2,5,5,0,1.0,0.0
NJD,20099,OTT,0,0,2017,6,6,3,3,5,1,3,5,0,0.0,1.0
EDM,20100,CHI,0,0,2017,7,5,4,3,1,4,4,1,0,0.0,0.0
STL,20101,COL,0,0,2017,7,7,4,3,5,2,4,5,0,0.0,1.0
CAR,20102,CGY,0,0,2017,6,4,4,2,2,2,4,2,1,1.0,1.0
DAL,20103,ARI,0,0,2017,6,6,0,6,3,3,0,3,0,0.0,1.0
VAN,20104,BUF,0,0,2017,7,6,1,6,2,4,1,2,0,0.0,0.0
SJS,20105,NJD,0,0,2017,7,5,6,1,2,3,6,2,0,1.0,1.0
WSH,20106,DET,0,0,2017,7,7,4,3,3,4,4,3,0,0.0,0.0
PIT,20107,FLA,0,0,2017,5,7,2,3,4,3,2,4,1,0.0,1.0
MIN,20108,WPG,1,0,2017,6,4,3,3,1,3,3,1,1,0.0,0.0
MTL,20109,ANA,1,0,2017,6,7,2,4,1,6,2,1,0,0.0,0.0
NSH,20110,NYR,1,0,2017,8,7,1,7,4,3,1,4,0,0.0,1.0
EDM,20111,PHI,1,0,2017,7,6,4,3,2,4,4,2,1,0.0,1.0
BUF,20112,BOS,0,0,2017,6,8,3,3,1,7,3,1,0,1.0,0.0
TOR,20113,OTT,1,0,2017,7,7,3,4,6,1,3,6,1,0.0,1.0
PIT,20114,TBL,1,0,2017,8,8,6,2,5,3,6,5,1,1.0,1.0
SJS,20115,NYI,1,0,2017,7,6,3,4,3,3,3,3,0,1.0,1.0
FLA,20116,WSH,0,0,2017,8,6,4,4,2,4,4,2,0,1.0,0.0
LAK,20117,CBJ,0,0,2017,7,6,5,2,5,1,5,5,0,0.0,1.0
CAR,20118,DAL,1,0,2017,7,5,4,3,3,2,4,3,1,1.0,1.0
CHI,20119,ARI,0,0,2017,7,8,0,7,4,4,0,4,0,0.0,0.0
MIN,20120,CGY,0,0,2017,7,5,4,3,1,4,4,1,0,0.0,0.0
STL,20121,VGK,1,0,2017,6,8,5,1,6,2,5,6,0,1.0,1.0
VAN,20122,DET,0,0,2017,8,7,4,4,3,4,4,3,1,0.0,1.0
LAK,20123,TOR,1,0,2017,8,7,6,2,6,1,6,6,0,0.0,1.0
SJS,20124,NYR,0,0,2017,9,7,2,7,3,4,2,3,1,1.0,0.0
DET,20125,BUF,1,0,2017,9,9,2,7,4,5,2,4,1,1.0,0.0
ARI,20126,NYI,1,0,2017,8,8,4,4,0,8,4,0,1,1.0,0.0
ANA,20127,PHI,0,0,2017,8,7,5,3,3,4,5,3,0,1.0,1.0
EDM,20128,PIT,1,0,2017,9,7,5,4,2,5,5,2,0,0.0,0.0
TBL,20129,CAR,0,0,2017,6,9,3,3,7,2,3,7,0,0.0,1.0
FLA,20130,MTL,1,0,2017,8,7,1,7,3,4,1,3,1,0.0,1.0
LAK,20131,OTT,0,0,2017,8,8,4,4,6,2,4,6,0,1.0,0.0
CGY,20132,NSH,0,0,2017,8,8,4,4,4,4,4,4,0,0.0,0.0
VAN,20133,MIN,0,0,2017,6,8,2,4,4,4,2,4,1,1.0,1.0
DAL,20134,COL,1,0,2017,8,8,4,4,5,3,4,5,0,0.0,1.0
CHI,20135,VGK,1,0,2017,7,9,6,1,5,4,6,5,1,1.0,1.0
BUF,20136,CBJ,1,0,2017,8,10,5,3,3,7,5,3,0,0.0,1.0
CGY,20137,STL,1,0,2017,9,9,6,3,5,4,6,5,1,0.0,1.0
SJS,20138,BOS,1,0,2017,7,8,3,4,4,4,3,4,1,0.0,1.0
CAR,20139,TOR,0,0,2017,9,7,7,2,3,4,7,3,0,1.0,0.0
ARI,20140,NYR,1,0,2017,10,9,2,8,0,9,2,0,1,0.0,0.0
WPG,20141,PIT,1,0,2017,10,7,6,4,4,3,6,4,1,1.0,1.0
LAK,20142,MTL,0,0,2017,9,9,2,7,7,2,2,7,0,1.0,1.0
PHI,20143,OTT,1,0,2017,9,9,4,5,5,4,4,5,1,0.0,0.0
DET,20144,TBL,1,0,2017,10,10,8,2,4,6,8,4,0,1.0,0.0
ANA,20145,FLA,1,0,2017,8,8,3,5,4,4,3,4,0,0.0,1.0
NYI,20146,MIN,1,0,2017,7,9,2,5,5,4,2,5,1,0.0,1.0
DAL,20147,EDM,1,0,2017,8,9,2,6,5,4,2,5,1,0.0,0.0
WSH,20148,VAN,1,0,2017,9,9,5,4,4,5,5,4,0,1.0,0.0
COL,20149,VGK,1,0,2017,8,9,7,1,5,4,7,5,1,1.0,1.0
OTT,20150,NJD,1,0,2017,8,10,6,2,5,5,6,5,0,0.0,1.0
WPG,20151,CBJ,1,0,2017,9,8,6,3,4,4,6,4,0,1.0,0.0
STL,20152,CAR,0,0,2017,8,10,4,4,7,3,4,7,0,1.0,1.0
NSH,20153,CHI,0,0,2017,10,9,5,5,4,5,5,4,0,0.0,0.0
DAL,20154,CGY,0,0,2017,10,10,5,5,5,5,5,5,1,0.0,0.0
SJS,20155,BUF,0,0,2017,11,9,3,8,4,5,3,4,1,0.0,0.0
LAK,20156,BOS,0,0,2017,8,10,4,4,8,2,4,8,0,1.0,1.0
PHI,20157,TOR,0,0,2017,10,10,7,3,5,5,7,5,1,0.0,0.0
NYR,20158,MTL,1,0,2017,10,11,2,8,3,8,2,3,1,0.0,1.0
ANA,20159,TBL,0,0,2017,11,9,9,2,4,5,8,4,1,1.0,0.0
DET,20160,FLA,0,0,2017,9,11,4,5,4,7,4,3,1,1.0,0.0
ARI,20161,NJD,1,0,2017,9,10,7,2,0,10,7,0,0,1.0,0.0
CBJ,20162,STL,1,0,2017,11,10,8,3,7,3,7,7,0,1.0,1.0
NYI,20163,NSH,0,0,2017,10,10,5,5,5,5,5,5,1,1.0,0.0
PIT,20164,MIN,1,0,2017,8,11,3,5,7,4,3,7,1,1.0,1.0
CHI,20165,COL,1,0,2017,10,11,5,5,5,6,5,4,1,0.0,0.0
WSH,20166,EDM,0,0,2017,9,10,3,6,4,6,3,4,1,1.0,0.0
ANA,20167,CAR,0,0,2017,9,10,4,5,5,5,4,5,1,0.0,1.0
PIT,20168,WPG,1,0,2017,9,12,4,5,7,5,4,7,1,0.0,0.0
WSH,20169,CGY,1,0,2017,11,11,5,6,5,6,5,4,0,0.0,1.0
VGK,20170,NYI,1,0,2017,11,9,6,5,8,1,6,8,0,1.0,1.0
ARI,20171,PHI,0,0,2017,11,11,6,5,0,11,5,0,1,1.0,0.0
BOS,20172,CBJ,1,0,2017,11,9,7,4,4,5,6,4,0,0.0,0.0
MTL,20173,OTT,0,0,2017,11,11,5,6,3,8,5,2,1,0.0,1.0
TBL,20174,FLA,0,0,2017,10,12,4,6,9,3,4,8,1,0.0,0.0
LAK,20175,STL,1,0,2017,12,11,9,3,9,2,7,8,1,1.0,1.0
DAL,20176,VAN,0,0,2017,10,11,6,4,6,5,6,6,0,1.0,1.0
TOR,20177,SJS,1,0,2017,10,11,5,5,7,4,5,6,0,1.0,0.0
VGK,20178,NYR,1,0,2017,12,10,3,9,8,2,3,8,0,0.0,0.0
ARI,20179,DET,1,0,2017,12,12,5,7,1,11,3,1,0,1.0,1.0
WPG,20180,MIN,0,0,2017,9,10,4,5,5,5,4,5,0,1.0,1.0
PHI,20181,CHI,1,0,2017,12,12,5,7,6,6,3,5,0,0.0,0.0
PIT,20182,EDM,0,0,2017,10,13,3,7,7,6,3,6,1,0.0,0.0
NJD,20183,VAN,0,0,2017,11,10,6,5,8,2,5,8,0,0.0,1.0
TOR,20184,ANA,0,0,2017,11,12,6,5,7,5,5,5,0,1.0,0.0
NSH,20185,SJS,1,0,2017,11,11,6,5,5,6,6,5,0,1.0,0.0
VGK,20186,BOS,1,0,2017,10,11,4,6,8,3,4,7,1,0.0,0.0
NYI,20187,WSH,1,0,2017,12,12,5,7,7,5,3,6,1,0.0,1.0
DET,20188,OTT,1,0,2017,12,13,5,7,6,7,5,4,1,0.0,1.0
NYR,20189,TBL,0,0,2017,13,13,10,3,4,9,8,3,1,1.0,1.0
CBJ,20190,FLA,0,0,2017,11,12,4,7,8,4,4,7,1,0.0,1.0
PHI,20191,STL,0,0,2017,13,13,10,3,6,7,7,4,0,1.0,0.0
MTL,20192,MIN,1,0,2017,10,12,4,6,4,8,4,3,1,0.0,1.0
DAL,20193,WPG,1,0,2017,11,12,6,5,7,5,6,7,0,1.0,1.0
CAR,20194,COL,1,0,2017,11,10,6,5,4,6,5,4,1,1.0,0.0
PIT,20195,CGY,1,0,2017,12,14,6,6,8,6,5,6,1,1.0,1.0
BUF,20196,ARI,0,0,2017,13,12,1,12,3,9,1,3,1,0.0,0.0
TOR,20197,LAK,1,0,2017,12,13,9,3,8,5,7,5,0,0.0,1.0
NJD,20198,EDM,1,0,2017,11,11,3,8,9,2,2,8,1,0.0,1.0
NSH,20199,ANA,0,0,2017,12,12,6,6,5,7,5,5,0,0.0,0.0
VGK,20200,OTT,0,0,2017,13,12,6,7,8,4,5,6,1,1.0,0.0
WSH,20201,BOS,0,0,2017,11,13,5,6,6,7,4,4,0,1.0,1.0
CBJ,20202,TBL,1,0,2017,14,13,10,4,9,4,7,7,1,0.0,1.0
NYR,20203,FLA,0,0,2017,12,14,4,8,5,9,3,4,1,0.0,1.0
COL,20204,PHI,0,0,2017,14,12,7,7,7,5,5,6,0,1.0,1.0
TOR,20205,STL,1,0,2017,14,14,10,4,8,6,6,5,0,0.0,0.0
MTL,20206,WPG,0,0,2017,12,13,7,5,4,9,7,3,0,1.0,0.0
BUF,20207,DAL,1,0,2017,13,13,7,6,4,9,6,4,1,0.0,1.0
CHI,20208,MIN,0,0,2017,11,13,5,6,6,7,5,4,1,1.0,1.0
CAR,20209,ARI,1,0,2017,14,11,1,13,4,7,1,3,0,0.0,0.0
PIT,20210,VAN,1,0,2017,12,15,6,6,8,7,5,6,0,0.0,0.0
NSH,20211,LAK,0,0,2017,13,13,10,3,6,7,8,5,0,1.0,1.0
ANA,20212,SJS,1,0,2017,12,13,7,5,6,7,7,5,0,1.0,0.0
DET,20213,EDM,0,0,2017,12,14,4,8,6,8,3,3,1,1.0,0.0
COL,20214,NYI,1,0,2017,13,13,7,6,8,5,6,6,0,0.0,1.0
MTL,20215,CHI,0,0,2017,14,14,7,7,5,9,4,4,0,1.0,1.0
NJD,20216,CGY,1,0,2017,13,12,7,6,9,3,5,7,0,1.0,0.0
MIN,20217,BOS,1,0,2017,12,12,5,7,5,7,4,5,0,0.0,0.0
VGK,20218,TOR,1,0,2017,15,13,8,7,9,4,4,6,0,0.0,1.0
CBJ,20219,NYR,1,0,2017,15,14,6,9,9,5,5,6,1,1.0,0.0
ARI,20220,WSH,1,0,2017,14,15,7,7,2,13,5,2,0,1.0,1.0
WPG,20221,DAL,0,0,2017,14,13,8,6,7,6,7,6,0,1.0,0.0
DET,20222,VAN,0,0,2017,13,15,7,6,7,8,6,3,1,1.0,1.0
WSH,20223,BUF,1,0,2017,14,15,4,10,8,7,4,5,1,0.0,1.0
STL,20224,NJD,0,0,2017,13,15,9,4,11,4,6,7,1,0.0,1.0
EDM,20225,NYI,0,0,2017,14,13,8,6,4,9,7,3,1,1.0,0.0
ARI,20226,PIT,1,0,2017,16,16,8,8,2,14,5,2,1,0.0,0.0
FLA,20227,CAR,1,0,2017,12,13,4,8,4,9,3,2,1,0.0,0.0
NSH,20228,CBJ,0,0,2017,15,14,9,6,7,7,5,5,0,0.0,1.0
VGK,20229,MTL,1,0,2017,15,14,6,9,9,5,5,6,0,1.0,0.0
VAN,20230,CGY,0,0,2017,14,14,8,6,7,7,5,6,0,1.0,0.0
LAK,20231,ANA,0,0,2017,14,14,6,8,10,4,4,7,1,0.0,0.0
MIN,20232,TOR,1,0,2017,16,13,9,7,5,8,4,4,1,1.0,0.0
BOS,20233,NYR,1,0,2017,16,13,7,9,6,7,6,5,1,1.0,1.0
TBL,20234,SJS,0,0,2017,13,15,8,5,11,4,7,7,0,1.0,1.0
EDM,20235,NJD,0,0,2017,14,14,9,5,5,9,6,4,0,0.0,1.0
CHI,20236,PHI,1,0,2017,15,15,7,8,7,8,4,4,0,0.0,0.0
MIN,20237,MTL,0,0,2017,16,14,7,9,5,9,6,4,0,1.0,0.0
ARI,20238,STL,1,0,2017,16,17,12,4,2,15,8,2,1,1.0,0.0
DET,20239,CGY,1,0,2017,15,16,8,7,8,8,5,4,0,0.0,1.0
VAN,20240,ANA,1,0,2017,15,15,6,9,8,7,4,6,0,0.0,1.0
TBL,20241,LAK,0,0,2017,15,16,11,4,12,4,7,7,1,1.0,1.0
FLA,20242,BUF,0,0,2017,15,14,5,10,4,10,5,2,0,1.0,0.0
BOS,20243,TOR,1,0,2017,17,14,10,7,6,8,4,4,1,1.0,0.0
PIT,20244,WSH,1,0,2017,16,17,8,8,9,8,5,5,0,0.0,1.0
CAR,20245,CBJ,0,0,2017,16,13,9,7,5,8,4,4,1,0.0,1.0
NYI,20246,DAL,1,0,2017,15,15,8,7,8,7,6,6,0,0.0,0.0
OTT,20247,COL,0,0,2017,14,14,8,6,6,8,5,4,1,0.0,0.0
WPG,20248,VGK,1,0,2017,15,14,9,6,8,6,5,6,1,0.0,1.0
EDM,20249,NYR,1,0,2017,17,15,8,9,6,9,7,5,0,1.0,1.0
TOR,20250,BOS,0,0,2017,15,18,6,9,11,7,4,5,1,0.0,1.0
BUF,20251,MTL,1,0,2017,17,16,7,10,5,11,6,4,0,0.0,0.0
COL,20252,OTT,1,0,2017,15,15,7,8,8,7,4,4,0,1.0,0.0
CBJ,20253,DET,0,0,2017,17,17,8,9,9,8,4,4,1,0.0,0.0
FLA,20254,NJD,1,0,2017,15,15,9,6,5,10,5,3,0,0.0,1.0
MIN,20255,PHI,0,0,2017,16,15,8,8,6,9,4,5,1,1.0,1.0
CHI,20256,CAR,0,0,2017,14,16,6,8,7,9,4,3,1,1.0,0.0
NYI,20257,STL,0,0,2017,17,16,13,4,8,8,8,6,1,1.0,0.0
PIT,20258,NSH,1,0,2017,15,18,8,7,9,9,6,4,1,1.0,0.0
WPG,20259,ARI,0,0,2017,18,15,2,16,8,7,2,5,0,0.0,0.0
VAN,20260,SJS,1,0,2017,14,16,8,6,8,8,7,6,1,0.0,0.0
EDM,20261,WSH,1,0,2017,17,16,9,8,6,10,6,4,0,1.0,0.0
NJD,20262,CHI,0,0,2017,17,16,8,9,10,6,4,5,0,1.0,1.0
TBL,20263,ANA,0,0,2017,16,17,7,9,13,4,5,8,0,1.0,1.0
SJS,20264,LAK,0,0,2017,16,15,11,5,9,6,6,7,0,0.0,1.0
DAL,20265,CAR,1,0,2017,15,16,6,9,9,7,3,6,0,0.0,1.0
STL,20266,CGY,1,0,2017,16,18,9,7,13,5,5,7,0,1.0,0.0
BUF,20267,PIT,1,0,2017,19,17,9,10,5,12,4,4,0,0.0,0.0
CBJ,20268,MTL,0,0,2017,18,18,8,10,10,8,7,5,1,1.0,1.0
DAL,20269,FLA,1,0,2017,16,17,5,11,9,8,3,5,1,0.0,0.0
WSH,20270,NSH,1,0,2017,16,18,9,7,10,8,6,6,1,1.0,1.0
PHI,20271,MIN,1,0,2017,16,17,7,9,8,9,5,4,0,1.0,0.0
ARI,20272,WPG,1,0,2017,16,19,9,7,2,17,6,2,1,1.0,0.0
VGK,20273,EDM,1,0,2017,17,16,6,11,10,6,4,5,1,0.0,1.0
VAN,20274,LAK,0,0,2017,17,17,11,6,8,9,5,5,1,0.0,0.0
CGY,20275,DET,1,0,2017,18,17,8,10,10,7,4,6,1,0.0,1.0
NYR,20276,CHI,1,0,2017,18,18,8,10,9,9,4,8,0,0.0,1.0
BOS,20277,ANA,1,0,2017,17,16,7,10,6,10,4,3,0,0.0,0.0
NJD,20278,TOR,1,0,2017,19,17,12,7,11,6,5,5,0,1.0,1.0
CAR,20279,NYI,1,0,2017,17,16,9,8,7,9,6,4,1,1.0,1.0
ARI,20280,MTL,0,0,2017,19,20,8,11,2,18,6,2,1,0.0,0.0
PIT,20281,OTT,0,0,2017,16,20,8,8,10,10,5,4,1,1.0,1.0
DAL,20282,TBL,1,0,2017,18,18,14,4,9,9,8,4,1,1.0,0.0
NSH,20283,MIN,1,0,2017,17,17,8,9,10,7,6,6,1,1.0,1.0
PHI,20284,WPG,1,0,2017,17,18,10,7,8,10,6,3,0,1.0,0.0
WSH,20285,COL,1,0,2017,16,19,8,8,10,9,4,6,1,0.0,0.0
STL,20286,EDM,0,0,2017,18,19,7,11,13,6,5,7,1,1.0,0.0
VGK,20287,VAN,0,0,2017,18,17,9,9,10,7,5,4,1,1.0,0.0
BOS,20288,LAK,0,0,2017,18,17,11,7,6,11,5,3,0,0.0,0.0
FLA,20289,SJS,0,0,2017,16,17,10,6,6,11,7,3,0,1.0,1.0
NYR,20290,CBJ,1,0,2017,19,19,11,8,9,10,5,7,1,1.0,0.0
BUF,20291,DET,1,0,2017,19,18,9,10,5,13,5,4,1,1.0,0.0
CGY,20292,PHI,0,0,2017,19,18,8,11,10,8,3,6,1,0.0,0.0
ARI,20293,OTT,0,0,2017,17,21,8,9,3,18,5,3,0,0.0,1.0
EDM,20294,DAL,1,0,2017,19,19,9,10,7,12,4,4,0,0.0,0.0
NJD,20295,WPG,1,0,2017,18,18,11,7,11,7,7,5,1,1.0,0.0
FLA,20296,LAK,1,0,2017,19,18,11,8,7,11,4,4,1,0.0,1.0
CAR,20297,BUF,0,0,2017,19,17,5,14,7,10,3,4,1,0.0,0.0
TOR,20298,MTL,0,0,2017,20,20,8,12,13,7,6,6,0,0.0,1.0
NYI,20299,TBL,0,0,2017,19,18,15,4,10,8,8,6,1,1.0,1.0
CHI,20300,PIT,0,0,2017,21,19,11,10,9,10,4,4,0,1.0,1.0
MIN,20301,WSH,1,0,2017,20,18,10,10,9,9,6,6,1,0.0,1.0
COL,20302,NSH,1,0,2017,18,17,10,8,9,8,6,5,1,0.0,1.0
STL,20303,VAN,0,0,2017,19,20,9,10,14,6,4,7,0,0.0,1.0
BOS,20304,SJS,0,0,2017,17,18,10,7,7,11,7,3,0,0.0,1.0
NYI,20305,CAR,1,0,2017,18,19,8,10,11,8,4,6,1,1.0,1.0
COL,20306,DET,0,0,2017,20,18,10,10,9,9,6,5,1,1.0,0.0
OTT,20307,NYR,1,0,2017,20,18,9,11,8,10,7,4,1,0.0,0.0
LAK,20308,VGK,1,0,2017,18,20,11,7,12,8,4,4,1,1.0,1.0
